71881	Ο	A	I	1	a	little	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:13
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0232.tlg001:87:3
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0260.tlg001:7:3
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0237.tlg001:86
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0650.tlg001:2:64
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:1258
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:381
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:728
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0006.tlg002.perseus-grc1:883
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:14
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:747
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:47
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:1144
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:1427
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:1379
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:1086
71882	ὁ1	C	I	1	a	he who	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:192
71885	ὅ2	A	I	1	a	he	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7:169
71885	ὅ2	A	I	1	a	he	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19:344
71885	ὅ2	A	I	1	a	he	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:327
71885	ὅ2	A	I	1	a	he	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:794
71885	ὅ2	A	III	1	a	(thus),	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:136
71885	ὅ2	A	IV	1	a	there, at that point,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:435
71885	ὅ2	A	IV	2	a	on that account,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:827
71885	ὅ2	A	IV	2	a	on that account,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:401
71886	ὀᾶ1	A	I	1	a	woe, woe!	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:117
71886	ὀᾶ1	A	I	1	a	woe, woe!	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:122
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg4338.tlg001.perseus-grc1:
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg4338.tlg001.perseus-grc1:
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg0093.tlg001:2:2:10
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg0093.tlg001:2:7:7
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg0093.tlg001:3:12:9
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg0093.tlg001:3:15:4
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg0093.tlg002:3:1:4
71887	ὄα1	A	I	1	a	service-tree, Sorbus domestica,	urn:cts:greekLit:tlg0093.tlg001:3:6:5
71887	ὄα1	A	II	1	a	sorbapple,	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:190d
71887	ὄα1	A	II	1	a	sorbapple,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71887	ὄα1	A	II	1	a	sorbapple,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71887	ὄα1	A	II	1	a	sorbapple,	urn:cts:greekLit:tlg0627.tlg031:2:55
71887	ὄα1	A	II	1	a	sorbapple,	urn:cts:greekLit:tlg0093.tlg001:3:2:1
71887	ὄα1	A	II	1	a	sorbapple,	urn:cts:greekLit:tlg0093.tlg002:2:8:2
71887	ὄα1	A	II	1	a	sorbapple,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71888	ὄα2	A	I	1	a	hem	urn:cts:greekLit:tlg0085.tlg008:280
71888	ὄα2	A	I	1	a	hem	urn:cts:greekLit:tlg0019.tlg012:228
71888	ὄα2	A	I	1	a	hem	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71888	ὄα2	A	I	1	a	hem	urn:cts:greekLit:tlg0542.tlg001:7:62
71888	ὄα2	A	I	1	a	hem	urn:cts:greekLit:tlg0546.tlg001.perseus-grc1:
71888	ὄα2	A	I	1	a	hem	urn:cts:greekLit:tlg0545.tlg004:266
71890	ὄαρ	A	I	1	a	wife,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:327
71890	ὄαρ	A	I	1	a	wife,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:486
71890	ὄαρ	A	I	1	a	wife,	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
71891	ὀαρίζω	A	I	1	a	converse	urn:cts:greekLit:tlg0062.tlg030:43
71891	ὀαρίζω	A	I	1	a	converse	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:516
71891	ὀαρίζω	A	I	1	a	converse	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:127
71891	ὀαρίζω	A	I	1	a	converse	urn:cts:greekLit:tlg0013.tlg004.perseus-grc1:170
71891	ὀαρίζω	A	I	1	a	converse	urn:cts:greekLit:tlg0013.tlg023.perseus-grc1:3
71891	ὀαρίζω	A	I	1	a	converse	urn:cts:greekLit:tlg0013.tlg004.perseus-grc1:58
71892	ὀάρισμα	A	I	1	a	familiar converse,	urn:cts:greekLit:tlg0024.tlg001.perseus-grc1:4:23
71894	ὀαριστής	A	I	1	a	familiar friend,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:179
71894	ὀαριστής	A	I	1	a	familiar friend,	urn:cts:greekLit:tlg0059.tlg033:319d
71894	ὀαριστής	A	I	1	a	familiar friend,	urn:cts:greekLit:tlg0059.tlg033:57
71895	ὀαριστύς	A	I	1	a	familiar converse, fond discourse,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14:216
71895	ὀαριστύς	A	I	1	a	familiar converse, fond discourse,	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:27
71895	ὀαριστύς	A	I	1	a	familiar converse, fond discourse,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17:228
71895	ὀαριστύς	A	II	1	a	the company	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13:291
71897	ὄαρος	A	I	1	a	converse, discourse,	urn:cts:greekLit:tlg0533.tlg002:66
71897	ὄαρος	A	I	1	a	converse, discourse,	urn:cts:greekLit:tlg1342.tlg001:21:1
71897	ὄαρος	A	I	1	a	converse, discourse,	urn:cts:greekLit:tlg0059.tlg033:319e
71897	ὄαρος	A	I	1	a	converse, discourse,	urn:cts:greekLit:tlg0533.tlg001:9e
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:137
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0033.tlg003.perseus-grc1:7:69
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:1:98
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0033.tlg003.perseus-grc1:3:11
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71897	ὄαρος	A	I	2	a	song, ditty,	urn:cts:greekLit:tlg0576.tlg001:132
71899	ὀβάλλω	A	I	1	a	thrust through,	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
71900	ὄβδη	A	I	1	a	palam, in propatulo	urn:cts:greekLit:tlg0082.tlg002:198:7
71900	ὄβδη	A	I	1	a	palam, in propatulo	urn:cts:greekLit:tlg0082.tlg002:3641b:42
71902	ὀβελία	A	I	1	a	a tax of an obol	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71903	ὀβελιαῖος	A	I	1	a	sagittal,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71903	ὀβελιαῖος	A	I	1	a	sagittal,	urn:cts:greekLit:tlg0715.tlg001:6:8
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0627.tlg031:2:42
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0019.tlg012:103
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0018.tlg001:2:273
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0018.tlg001:p.287
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0486.tlg001:55
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0483.tlg001:15
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:440
71904	ὀβελίας	A	I	1	a	baked	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:3:111b
71905	ὀβελιαφόρος	A	I	1	a	carrying	urn:cts:greekLit:tlg0542.tlg001:6:75
71906	ὀβελίζω	A	I	1	a	mark with a critical obelus	urn:cts:latinLit:phi0474.phi056.perseus-lat1:9:10:1
71906	ὀβελίζω	A	I	1	a	mark with a critical obelus	urn:cts:greekLit:tlg0592.tlg004:2:3
71907	ὀβελισκολύχνιον	A	I	1	a	spit used as a lampholder	urn:cts:greekLit:tlg0592.tlg004:7
71907	ὀβελισκολύχνιον	A	I	1	a	spit used as a lampholder	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1299b:10
71907	ὀβελισκολύχνιον	A	I	1	a	spit used as a lampholder	urn:cts:greekLit:tlg0086.tlg030:683a:25
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:1007
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:178
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:354
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:388
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:672
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0587.tlg001.perseus-grc1:
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg1691.tlg001:1:10
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:3:3:7
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1324b:19
71908	ὀβελίσκος	A	I	1	a	small spit, skewer,	Perseus:abo:pap,P.Eleph.:5:2
71908	ὀβελίσκος	A	I	2	a	spits	urn:cts:greekLit:tlg0007.tlg032:17
71908	ὀβελίσκος	A	I	2	a	spits	urn:cts:greekLit:tlg0007.tlg013:27
71908	ὀβελίσκος	A	I	3	a	nail,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71908	ὀβελίσκος	A	I	3	a	nail,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71908	ὀβελίσκος	A	I	4	a	subula,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71908	ὀβελίσκος	A	II	1	a	anything shaped like a spit :	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:6:23:7
71908	ὀβελίσκος	A	II	1	a	anything shaped like a spit :	urn:cts:greekLit:tlg0081.tlg001:5:46
71908	ὀβελίσκος	A	III	1	a	obelisk,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:1:46
71908	ὀβελίσκος	A	III	1	a	obelisk,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:17:1:27
71908	ὀβελίσκος	A	III	1	a	obelisk,	urn:cts:latinLit:phi0978.phi001:36:64
71908	ὀβελίσκος	A	IV	1	a	drainage-conduit,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:19:45
71908	ὀβελίσκος	A	IV	1	a	drainage-conduit,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71908	ὀβελίσκος	A	IV	1	a	drainage-conduit,	Perseus:abo:pap,P.Lond.:2:391:2
71908	ὀβελίσκος	A	IV	1	a	drainage-conduit,	Perseus:abo:pap,P.Lond.:1
71909	ὀβελισμός	A	I	1	a	marking with the obelus	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:797
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1:465
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:41
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:135
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0006.tlg001.perseus-grc1:303
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0521.tlg001:79
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:796
71911	ὀβελός	A	I	1	a	spit,	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:814
71911	ὀβελός	A	II	1	a	horizontal line,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71911	ὀβελός	A	II	1	a	horizontal line,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71911	ὀβελός	A	II	1	a	horizontal line,	urn:cts:greekLit:tlg0062.tlg040:24
71911	ὀβελός	A	II	1	a	horizontal line,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:
71911	ὀβελός	A	II	1	a	horizontal line,	urn:cts:greekLit:tlg0004.tlg001.perseus-grc1:3:66
71912	ὀβολιαῖος	A	I	1	a	of the weight of an obol,	urn:cts:greekLit:tlg0086.tlg014:522a:31
71912	ὀβολιαῖος	A	I	1	a	of the weight of an obol,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71912	ὀβολιαῖος	A	I	1	a	of the weight of an obol,	urn:cts:greekLit:tlg0054.tlg001:6:2
71914	ὀβολισμός	A	I	1	a	charge	Perseus:abo:pap,PSI:9:1048:17
71915	ὀβολολογέω	A	I	1	a	collect obols,	urn:cts:greekLit:tlg1608.tlg001:p.96B
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg1608.tlg001:1
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg1608.tlg001:6
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:118
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg0410.tlg001:135
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg0461.tlg001:185
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:945
71916	ὀβολός	A	I	1	a	obol,	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:28
71917	ὀβολοστατέω	A	I	1	a	weigh obols :	urn:cts:greekLit:tlg0540.tlg036:60
71917	ὀβολοστατέω	A	I	1	a	weigh obols :	urn:cts:greekLit:tlg0062.tlg035:2
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:1155
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0030.tlg007:154
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0410.tlg001:168
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0638.tlg001:8:7
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0648.tlg001.perseus-grc1:1:20
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0026.tlg001.perseus-grc1:39
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0059.tlg038:367b
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0542.tlg001:3:112
71919	ὀβολοστάτης	A	I	1	a	weigher of obols,	urn:cts:greekLit:tlg0086.tlg035.perseus-grc1:1258b:2
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:143
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg0321.tlg001.perseus-grc1:
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg0085.tlg008:48
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg1446.tlg001.perseus-grc1:
71922	ὀβρίκαλα	A	I	1	a	the young	Eur. Fr. 616
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg0545.tlg001:7:47
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg2116.tlg001.perseus-grc1:
71922	ὀβρίκαλα	A	I	1	a	the young	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71923	ὀβριμόγυιος	A	I	1	a	strong-limbed,	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:5:316
71923	ὀβριμόγυιος	A	I	1	a	strong-limbed,	urn:cts:greekLit:tlg0579.tlg011:168:23
71924	ὀβριμοδερκής	A	I	1	a	with mighty glance,	urn:cts:greekLit:tlg0199.tlg002:15:20
71925	ὀβριμοδυνάστης	A	I	1	a	powerful potentate,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71926	ὀβριμοεργός	A	I	1	a	doing strong deeds,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:403
71926	ὀβριμοεργός	A	I	1	a	doing strong deeds,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:418
71926	ὀβριμοεργός	A	I	1	a	doing strong deeds,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:996
71926	ὀβριμοεργός	A	I	1	a	doing strong deeds,	urn:cts:greekLit:tlg0243.tlg001:3
71927	ὀβριμόθυμος	A	I	1	a	strong of spirit,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:140
71927	ὀβριμόθυμος	A	I	1	a	strong of spirit,	urn:cts:greekLit:tlg0013.tlg008.perseus-grc1:2
71927	ὀβριμόθυμος	A	I	1	a	strong of spirit,	urn:cts:greekLit:tlg0579.tlg011:169:12
71928	ὀβριμόπαις	A	I	1	a	having mighty children,	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:10:277
71930	ὀβριμοπάτρη	A	I	1	a	daughter of a mighty sire,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:747
71930	ὀβριμοπάτρη	A	I	1	a	daughter of a mighty sire,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:587
71930	ὀβριμοπάτρη	A	I	1	a	daughter of a mighty sire,	urn:cts:greekLit:tlg0263.tlg001:4:3
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:845
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19:408
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:473
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:3:357
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:233
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:241
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:305
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4:453
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:839
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0266.tlg001:11:27
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0085.tlg004.perseus-grc1:794
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:1411
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg1446.tlg001.perseus-grc1:
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:845
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:4:8
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:9:27
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg4085.tlg001.perseus-grc1:
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg2444.tlg001.perseus-grc1:698
71932	ὄβριμος	A	I	1	a	strong, mighty,	urn:cts:greekLit:tlg4099.tlg001:346:41
71933	ὀβριμόσπορος	A	I	1	a	with mighty offspring,	urn:cts:greekLit:tlg0199.tlg002:18:32
71934	ὄβρυζα	A	I	1	a	assaying of gold,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71936	ὄβρυζος	A	I	1	a	pure,	Perseus:abo:pap,P.Lips.:63:11
71936	ὄβρυζος	A	I	1	a	pure,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:393
71936	ὄβρυζος	A	I	1	a	pure,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:13
71938	ὀγδοαδικός	A	I	1	a	belonging to the number eight,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:55
71938	ὀγδοαδικός	A	I	1	a	belonging to the number eight,	urn:cts:greekLit:tlg1286.tlg001:1:26
71939	ὀγδοαῖος	A	I	1	a	on the eighth day,	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:5:52:3
71939	ὀγδοαῖος	A	I	1	a	on the eighth day,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71939	ὀγδοαῖος	A	I	1	a	on the eighth day,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71939	ὀγδοαῖος	A	II	1	a	recurring on the eighth day, octavan,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71940	ὀγδοάς	A	I	1	a	the number eight,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71940	ὀγδοάς	A	I	1	a	the number eight,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71940	ὀγδοάς	A	I	1	a	the number eight,	urn:cts:greekLit:tlg2115.tlg001:7:27
71940	ὀγδοάς	A	I	1	a	the number eight,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71940	ὀγδοάς	A	I	1	a	the number eight,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71941	ὀγδοατικός	A	I	1	a	of the Ogdoad,	urn:cts:greekLit:tlg1286.tlg001:1:26
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19:246
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:3:306
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg1342.tlg001:68
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:772
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:790
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:23
71942	ὀγδόατος	A	I	1	a	the eighth,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:402
71944	ὀγδοήκοντα	A	I	1	a	eighty,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:5:47
71944	ὀγδοήκοντα	A	I	1	a	eighty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:568
71944	ὀγδοήκοντα	A	I	1	a	eighty,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:163
71944	ὀγδοήκοντα	A	I	1	a	eighty,	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:4:34
71944	ὀγδοήκοντα	A	I	1	a	eighty,	Perseus:abo:pap,O.Wilck.:323:6
71945	ὀγδοηκοντάδραχμος	A	I	1	a	amounting to eighty	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71947	ὀγδοηκοντάπηχυς	A	I	1	a	eighty cubits long,	urn:cts:greekLit:tlg1240.tlg001:2
71948	ὀγδοηκοντάρουρος	A	I	1	a	having tenure of eighty	Perseus:abo:pap,P.Tebt.:63:40
71949	ὀγδοηκοντατάλαντος	A	I	1	a	possessed of eighty talents,	urn:cts:greekLit:tlg0540.tlg026.perseus-grc1:22
71950	ὀγδοηκοντατέσσαρες	A	I	1	a	a, eighty-four,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71951	ὀγδοηκοντούτης	A	I	1	a	eighty years old,	urn:cts:greekLit:tlg0551.tlg017.perseus-grc1:4:25
71951	ὀγδοηκοντούτης	A	I	1	a	eighty years old,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
71951	ὀγδοηκοντούτης	A	I	1	a	eighty years old,	urn:cts:greekLit:tlg0062.tlg063:77
71951	ὀγδοηκοντούτης	A	I	1	a	eighty years old,	urn:cts:greekLit:tlg1308.tlg001.perseus-grc1:
71951	ὀγδοηκοντούτης	A	I	1	a	eighty years old,	urn:cts:greekLit:tlg0014.tlg061.perseus-grc1:19
71951	ὀγδοηκοντούτης	A	I	1	a	eighty years old,	urn:cts:greekLit:tlg0263.tlg001:20:4
