102123	ταβαίτας	A	I	1	a	wooden bowl	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:14:500d
102195	τακερός	A	I	1	a	melting in the mouth, tender	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:98
102195	τακερός	A	I	1	a	melting in the mouth, tender	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:100
102195	τακερός	A	I	2	a	melting, languishing	urn:cts:greekLit:tlg0237.tlg001:169
102195	τακερός	A	I	2	a	melting, languishing	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:2
102195	τακερός	A	I	2	a	melting, languishing	urn:cts:greekLit:tlg0489.tlg001:5
102195	τακερός	A	I	2	a	melting, languishing	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102195	τακερός	A	I	2	a	melting, languishing	urn:cts:greekLit:tlg0640.tlg001:1:28
102195	τακερός	A	I	2	a	melting, languishing	urn:cts:greekLit:tlg0061.tlg002:14
102195	τακερός	A	I	2	a	melting, languishing	urn:cts:greekLit:tlg0545.tlg001:5:38
102195	τακερός	A	II	1	a	serving to dissolove, soft	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102195	τακερός	A	II	1	a	serving to dissolove, soft	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:7
102196	τακερόχρως	A	I	1	a	with tender flesh	urn:cts:greekLit:tlg0410.tlg001:52:5
102197	τακερόω	A	I	1	a	boil soft	urn:cts:greekLit:tlg0422.tlg001:1:30
102197	τακερόω	A	I	1	a	boil soft	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102197	τακερόω	A	I	1	a	boil soft	urn:cts:greekLit:tlg0722.tlg001:10:7:10
102197	τακερόω	A	I	1	a	boil soft	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102198	τακέρωσις	A	I	1	a	boiling to softness	urn:cts:greekLit:tlg0718.tlg012:1
102201	τακτέον	A	I	1	a	one must arrange in order	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:631d
102201	τακτέον	A	I	1	a	one must arrange in order	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:9:3:9
102201	τακτέον	A	I	1	a	one must arrange in order	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102202	τάκτης	A	I	1	a	assessor of tribute,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102202	τάκτης	A	I	1	a	assessor of tribute,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102203	τακτικός	A	I	1	a	fit for ordering	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:8:5:15
102203	τακτικός	A	I	1	a	fit for ordering	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:3:3:11
102203	τακτικός	A	I	1	a	fit for ordering	urn:cts:greekLit:tlg0482.tlg001:1:37
102203	τακτικός	A	I	1	a	fit for ordering	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:1:6:14
102203	τακτικός	A	I	1	a	fit for ordering	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102203	τακτικός	A	I	1	a	fit for ordering	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102203	τακτικός	A	I	1	a	fit for ordering	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:1141
102203	τακτικός	A	I	2	a	regulating	urn:cts:greekLit:tlg0562.tlg001:1:9
102203	τακτικός	A	II	1	a	ordinal	urn:cts:greekLit:tlg0063.tlg001:636:14
102204	τακτόμισθος	A	I	1	a	PLond.ined.	Perseus:abo:pap,P.Petr.:2243
102204	τακτόμισθος	A	I	1	a	PLond.ined.	http://www.trismegistos.org/text/2796
102204	τακτόμισθος	A	I	1	a	PLond.ined.	Perseus:abo:pap,UPZ:31:3
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:8:3:28
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:65
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:746a
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:16
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:909c
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0402.tlg001:141:6
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:632b
102205	τακτός	A	I	1	a	ordered, prescribed	http://www.trismegistos.org/text/78721
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0014.tlg023.perseus-grc1:72
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0026.tlg002.perseus-grc1:109
102205	τακτός	A	I	1	a	ordered, prescribed	Perseus:abo:pap,P.Oxy.:101:10
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg0086.tlg014:599b:4
102205	τακτός	A	I	1	a	ordered, prescribed	urn:cts:greekLit:tlg2000.tlg001:3:1:2
102207	τάκων	A	I	1	a	sausage	urn:cts:greekLit:tlg0433.tlg001:17
102207	τάκων	A	I	1	a	sausage	urn:cts:greekLit:tlg0542.tlg001:6:53
102208	τάλα	A	II	1	a	Palmyra palm, Bonassus flabellifer	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102208	τάλα	A	II	1	a	Palmyra palm, Bonassus flabellifer	urn:cts:greekLit:tlg0074.tlg002:7
102209	ταλαεργός	A	I	1	a	bearing	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:654
102209	ταλαεργός	A	I	1	a	bearing	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:662
102209	ταλαεργός	A	I	1	a	bearing	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:636
102209	ταλαεργός	A	I	1	a	bearing	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:46
102209	ταλαεργός	A	I	1	a	bearing	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:13:19
102209	ταλαεργός	A	I	1	a	bearing	urn:cts:greekLit:tlg0023.tlg001.perseus-grc1:5:50
102212	Ταλαϊονίδης	A	I	1	a	son of Talaus	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:566
102212	Ταλαϊονίδης	A	I	1	a	son of Talaus	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:678
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:672
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:99
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:5:74
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:101
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:16
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0028.tlg005.perseus-grc1:93
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0540.tlg031.perseus-grc1:12
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0014.tlg002.perseus-grc1:16
102213	ταλαιπωρέω	A	I	1	a	do hard work, endure hardship	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0010.tlg017.perseus-grc1:19
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0385.tlg001:38:20
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0385.tlg001:56:41
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:19
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:78
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0059.tlg004.perseus-grc1:95d
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:372d
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:224
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:24
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:967
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:3
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:19
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0010.tlg020.perseus-grc1:38
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0007.tlg061:37
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102213	ταλαιπωρέω	A	II	1	a	distress, trouble	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:471
102214	ταλαιπώρημα	A	I	1	a	hardship, distress	urn:cts:greekLit:tlg0053.tlg001:135:2
102214	ταλαιπώρημα	A	I	1	a	hardship, distress	urn:cts:greekLit:tlg1521.tlg002:9
102216	ταλαιπωρία	A	I	1	a	hard labour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102216	ταλαιπωρία	A	I	1	a	hard labour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:21
102216	ταλαιπωρία	A	I	1	a	hard labour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102216	ταλαιπωρία	A	I	1	a	hard labour	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:741
102216	ταλαιπωρία	A	I	1	a	hard labour	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:53
102216	ταλαιπωρία	A	I	2	a	hardship, distress	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:117
102216	ταλαιπωρία	A	I	2	a	hardship, distress	urn:cts:greekLit:tlg0027.tlg002.perseus-grc1:17
102216	ταλαιπωρία	A	I	2	a	hardship, distress	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:3:17:8
102216	ταλαιπωρία	A	I	2	a	hardship, distress	urn:cts:greekLit:tlg1595.tlg241:p.53
102216	ταλαιπωρία	A	I	2	a	hardship, distress	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102216	ταλαιπωρία	A	I	2	a	hardship, distress	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:6:11
102216	ταλαιπωρία	A	I	2	a	hardship, distress	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:12
102216	ταλαιπωρία	A	I	3	a	bodily suffering	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:49
102217	ταλαιπωρίζω	A	II	1	a	pronounce unhappy, commiserate	urn:cts:greekLit:tlg1595.tlg113:32
102218	ταλαιπωρικός	A	I	1	a	full of hardship	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102219	ταλαιπωρισμός	A	I	1	a	hard conditions	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0033.tlg005:197
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:233
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:317
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:595
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:623
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:14
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:945
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0059.tlg021:302b
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:414
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:19
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0019.tlg010.perseus-grc1:54
102220	ταλαίπωρος	A	I	1	a	suffering, distressed, miserable	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:4
102221	ταλαίφρων	A	I	1	a	much-enduring, wretched	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:866
102221	ταλαίφρων	A	I	1	a	much-enduring, wretched	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:524
102221	ταλαίφρων	A	I	1	a	much-enduring, wretched	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:39
102221	ταλαίφρων	A	I	1	a	much-enduring, wretched	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:903
102222	ταλακάρδιος	A	I	1	a	stout-hearted	urn:cts:greekLit:tlg0020.tlg003.perseus-grc1:424
102222	ταλακάρδιος	A	I	1	a	stout-hearted	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:540
102222	ταλακάρδιος	A	I	1	a	stout-hearted	urn:cts:greekLit:tlg0026.tlg003.perseus-grc1:184
102222	ταλακάρδιος	A	I	1	a	stout-hearted	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:860
102222	ταλακάρδιος	A	I	1	a	stout-hearted	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:3
102223	ταλανίζω	A	I	1	a	call	urn:cts:greekLit:tlg0096.tlg002:113
102223	ταλανίζω	A	I	1	a	call	urn:cts:greekLit:tlg0096.tlg002:328
102223	ταλανίζω	A	I	1	a	call	urn:cts:greekLit:tlg0598.tlg001:6:451
102223	ταλανίζω	A	I	1	a	call	urn:cts:greekLit:tlg0363.tlg007:208
102223	ταλανίζω	A	I	1	a	call	urn:cts:greekLit:tlg4033.tlg003:19:18
102225	ταλαντεία	A	I	1	a	the swaying motion	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:395e
102226	ταλαντεύω	A	I	1	a	balance, sway to and fro	urn:cts:greekLit:tlg0658.tlg001:8:17
102226	ταλαντεύω	A	I	1	a	balance, sway to and fro	urn:cts:greekLit:tlg0658.tlg001:10:9
102226	ταλαντεύω	A	I	1	a	balance, sway to and fro	urn:cts:greekLit:tlg0086.tlg026:354a:8
102226	ταλαντεύω	A	I	1	a	balance, sway to and fro	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:11:22
102226	ταλαντεύω	A	I	1	a	balance, sway to and fro	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:16:4
102226	ταλαντεύω	A	I	1	a	balance, sway to and fro	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102226	ταλαντεύω	A	I	2	a	weigh out, measure out	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102226	ταλαντεύω	A	I	2	a	weigh out, measure out	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102226	ταλαντεύω	A	I	2	a	weigh out, measure out	urn:cts:greekLit:tlg0640.tlg001:1:8
102226	ταλαντεύω	A	I	2	a	weigh out, measure out	urn:cts:greekLit:tlg0640.tlg001:25
102226	ταλαντεύω	A	II	1	a	oscillate	urn:cts:greekLit:tlg0086.tlg015:708b:14
102226	ταλαντεύω	A	II	2	a	weigh down the balance	urn:cts:greekLit:tlg0018.tlg001:2:170
102227	ταλαντιαῖος	A	I	1	a	worth a talent	urn:cts:greekLit:tlg0014.tlg027.perseus-grc1:64
102227	ταλαντιαῖος	A	I	1	a	worth a talent	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:23:4:3
102227	ταλαντιαῖος	A	I	1	a	worth a talent	urn:cts:greekLit:tlg0400.tlg001:12
102227	ταλαντιαῖος	A	I	2	a	worth a talent	urn:cts:greekLit:tlg0433.tlg001:32
102227	ταλαντιαῖος	A	I	2	a	worth a talent	urn:cts:greekLit:tlg0086.tlg029:1350a:19
102227	ταλαντιαῖος	A	II	1	a	weighing a talent	urn:cts:greekLit:tlg0086.tlg005:311b:3
102227	ταλαντιαῖος	A	II	1	a	weighing a talent	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:9:41:8
102227	ταλαντιαῖος	A	II	1	a	weighing a talent	urn:cts:greekLit:tlg1599.tlg001:85:2
102227	ταλαντιαῖος	A	II	2	a	in which the prize is a talent	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102230	τάλαντον	A	I	1	a	balance	Thgn. 157
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:823
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:797
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12:433
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:69
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:209
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:16:658
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19:223
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:346
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0013.tlg004.perseus-grc1:324
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102230	τάλαντον	A	I	1	a	balance	urn:cts:greekLit:tlg0199.tlg002:17:25
102230	τάλαντον	A	I	2	a	tax paid for the use of the public scales	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:122
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:507
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19:247
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24:232
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:202
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:393
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:262
102230	τάλαντον	A	II	1	a	a definite weight, talent	urn:cts:greekLit:tlg0086.tlg051:164
102230	τάλαντον	A	II	2	a	commercial weight	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102230	τάλαντον	A	II	2	a	commercial weight	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:3:89
102230	τάλαντον	A	II	2	a	commercial weight	urn:cts:greekLit:tlg0542.tlg001:9:86
102230	τάλαντον	A	II	2	a	commercial weight	urn:cts:greekLit:tlg0086.tlg003.perseus-grc1:10:2
102231	ταλαντόομαι	A	I	1	a	to be balanced, sway, oscillate	urn:cts:greekLit:tlg0059.tlg031:52e
102232	ταλαντοῦχος	A	I	1	a	holding the balance	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:439
102233	ταλάντωσις	A	I	1	a	weighing	urn:cts:greekLit:tlg1147.tlg001:42
102233	ταλάντωσις	A	I	2	a	ebb and flow, tidal motion	urn:cts:greekLit:tlg0086.tlg026:354a:11
102236	ταλαπείριος	A	I	1	a	one who has suffered much, much-suffering	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:
102236	ταλαπείριος	A	I	1	a	one who has suffered much, much-suffering	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:7:24
102236	ταλαπείριος	A	I	1	a	one who has suffered much, much-suffering	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:84
102236	ταλαπείριος	A	I	1	a	one who has suffered much, much-suffering	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:6:193
102236	ταλαπείριος	A	I	1	a	one who has suffered much, much-suffering	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:14:511
102236	ταλαπείριος	A	I	1	a	one who has suffered much, much-suffering	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102236	ταλαπείριος	A	I	1	a	one who has suffered much, much-suffering	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102236	ταλαπείριος	A	I	2	a	vagrant, vagabond	urn:cts:greekLit:tlg0058.tlg001.perseus-grc1:10:10
102237	ταλαπενθής	A	I	1	a	bearing great griefs, patient in woe	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:222
102237	ταλαπενθής	A	I	1	a	bearing great griefs, patient in woe	urn:cts:greekLit:tlg0199.tlg001:5:157
102237	ταλαπενθής	A	I	2	a	toilsome	urn:cts:greekLit:tlg1557.tlg001:12:5
102237	ταλαπενθής	A	I	2	a	toilsome	urn:cts:greekLit:tlg0199.tlg002:15:26
102239	ταλάριον	A	I	1	a	small basket	urn:cts:greekLit:tlg0542.tlg001:10:125
102239	ταλάριον	A	I	1	a	small basket	http://www.trismegistos.org/text/31325
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:125
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:131
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:247
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:560
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:568
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0020.tlg003.perseus-grc1:293
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0035.tlg001:2:34
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0035.tlg001:61
102241	τάλαρος	A	I	1	a	basket	urn:cts:greekLit:tlg0525.tlg001.perseus-grc1:8:31:2
102241	τάλαρος	A	I	2	a	wicker cage	urn:cts:greekLit:tlg0525.tlg001.perseus-grc1:12
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg4093.tlg001:1:126
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:18:327
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:1338
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:1401
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:981
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:743
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:1196
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:445
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:517
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:1044
102242	τάλας	A	I	1	a	suffering, wretched	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:68
